,driverID,endtime,dtime[min],number,weight,latitude,longitude,distance[m],date
12,31202.0,1057,11.0,17.0,396.0,35.3477108,136.6061508,219.6560522840332,20200302
0,31727.0,920,12.0,7.0,152.0,35.364025,136.6153717,530.3602409945709,20200302
1,31727.0,932,12.0,1.0,5.0,35.3658164,136.6148572,204.814199200071,20200302
2,31727.0,940,8.0,5.0,48.0,35.3657504,136.6165536,154.17114585585375,20200302
3,31727.0,941,1.0,3.0,16.0,35.365649,136.6162064,33.47868173111278,20200302
4,31727.0,945,4.0,1.0,2.0,35.3657763,136.6164456,25.929305413420945,20200302
5,31727.0,1013,68.0,3.0,68.0,35.3667169,136.61837053333332,203.71041477692592,20200302
6,31727.0,1017,4.0,1.0,1.0,35.3672946,136.6180115,72.09652909836073,20200302
7,31727.0,1037,20.0,10.0,143.0,35.3625716,136.6172645,530.1170753490946,20200302
8,31727.0,1045,8.0,15.0,300.0,35.3650919,136.6183762,298.1577215070925,20200302
9,31727.0,1058,13.0,1.0,6.0,35.3650321,136.6179988,34.900607803222734,20200302
10,31727.0,1102,44.0,1.0,5.0,35.3639557,136.6190757,154.64464762419902,20200302
0,54056.0,922,2.0,1.0,5.0,35.3592694,136.5880202,279.71213835537264,20200302
1,54056.0,928,6.0,1.0,1.0,35.3619042,136.5869361,309.376577868823,20200302
2,54056.0,929,1.0,1.0,2.0,35.3598837,136.5878581,239.9907932234837,20200302
3,54056.0,932,3.0,10.0,219.0,35.36121215,136.5871377,161.69866512665325,20200302
4,54056.0,934,2.0,25.0,125.0,35.360406,136.5876479,100.98840322277736,20200302
5,54056.0,948,14.0,1.0,5.0,35.361829,136.5863886,195.35310703555078,20200302
6,54056.0,952,4.0,1.0,10.0,35.3586101,136.5843494,403.3235848788858,20200302
7,54056.0,1003,51.0,7.0,185.0,35.359684,136.5824015,213.45740451252004,20200302
8,54056.0,1013,10.0,1.0,2.0,35.3693714,136.579912,1101.8225313087428,20200302
9,54056.0,1015,2.0,16.0,190.0,35.3700354,136.5798902,73.94264611959122,20200302
10,54056.0,1029,14.0,2.0,10.0,35.3624469,136.5783103,856.8361920480633,20200302
0,54548.0,1007,7.0,6.0,30.0,35.4045814,136.5999384,583.0430632753469,20200302
1,54548.0,1016,9.0,1.0,20.0,35.4142105,136.6024525,1095.9078603168891,20200302
2,54548.0,1024,8.0,1.0,20.0,33.8488907,132.699924,397622.45747550006,20200302
3,54548.0,1038,14.0,20.0,500.0,35.4153877,136.6033771,397753.68083769677,20200302
4,54548.0,1040,2.0,2.0,19.0,35.4176803,136.6040812,263.08345225323256,20200302
5,54548.0,1044,4.0,2.0,40.0,35.4135391,136.6057026,483.89566085674204,20200302
6,54548.0,1048,4.0,1.0,5.0,35.4156472,136.6066957,251.37371301107203,20200302
7,54548.0,1052,4.0,1.0,20.0,35.416531,136.6054723,148.31702072186113,20200302
8,54548.0,1057,5.0,1.0,2.0,35.418797,136.5996334,586.6990265673983,20200302
9,54548.0,1101,44.0,2.0,33.0,35.4182537,136.5988253,95.03756067560852,20200302
10,54548.0,1110,9.0,2.0,11.0,35.4158857,136.5939006,518.7402553245673,20200302
11,54548.0,1119,9.0,1.0,2.0,35.4254542,136.58912,1150.0626334924364,20200302
12,54548.0,1125,6.0,1.0,4.0,35.4289755,136.5868426,443.09274359717784,20200302
13,54548.0,1130,5.0,4.0,80.0,35.4276481,136.5918108,474.2613449759896,20200302
14,54548.0,1141,11.0,1.0,5.0,35.4107846,136.5976337,1950.1423500050846,20200302
15,54548.0,1145,4.0,3.0,184.0,35.4103769,136.597166,62.13194604481787,20200302
16,54548.0,1155,10.0,1.0,20.0,35.4074636,136.5943449,413.1454407339531,20200302
17,54548.0,1224,69.0,1.0,40.0,35.4105375,136.5885088,630.4502425755123,20200302
0,55135.0,912,53.0,6.0,120.0,35.354623,136.614014,867.7578544378199,20200302
1,55135.0,930,18.0,2.0,23.0,35.3641225,136.629469,1756.9621715284297,20200302
2,55135.0,936,6.0,1.0,3.0,35.3672958,136.6289919,355.8952484163298,20200302
3,55135.0,945,9.0,2.0,40.0,35.366256,136.6305236,180.91726209341525,20200302
4,55135.0,947,2.0,2.0,20.0,35.365831,136.6304464,47.82701195939971,20200302
0,55528.0,914,6.0,1.0,15.0,35.3426492,136.6564053,399.03714219562283,20200302
1,55528.0,921,7.0,6.0,70.0,35.3383944,136.6604857,601.3543483965535,20200302
2,55528.0,928,7.0,4.0,100.0,35.3460829,136.6631621,889.7155045067601,20200302
3,55528.0,935,7.0,1.0,19.0,35.3479808,136.6652805,285.71756094392924,20200302
4,55528.0,955,20.0,1.0,8.0,35.3373933,136.6644823,1180.821642394757,20200302
5,55528.0,959,4.0,1.0,8.0,35.335907,136.665213,178.26423481040635,20200302
6,55528.0,1002,43.0,1.0,5.0,35.3355808,136.665564,48.31781265456646,20200302
7,55528.0,1009,7.0,2.0,20.0,35.3309329,136.6678887,558.8157118317487,20200302
8,55528.0,1015,6.0,6.0,136.0,35.3303642,136.66443386666666,320.0827445046388,20200302
9,55528.0,1027,12.0,10.0,206.0,35.3370313,136.6606144,819.232253657001,20200302
10,55528.0,1031,4.0,1.0,17.0,35.3322673,136.6610014,531.4892941622569,20200302
11,55528.0,1037,6.0,1.0,344.0,35.3314928,136.6608286,87.63355299575913,20200302
12,55528.0,1045,8.0,1.0,20.0,35.3184541,136.6567341,1498.3438001608959,20200302
13,55528.0,1051,6.0,11.0,207.0,35.3173084,136.6531353,350.8854221128118,20200302
0,55890.0,919,6.0,60.0,1100.0,35.2893753,136.6077584,9.125977984654561,20200302
1,55890.0,945,26.0,1.0,5.0,35.2741951,136.653617,4496.871837944522,20200302
2,55890.0,1002,57.0,21.0,1168.0,35.27422839999999,136.6535017142857,11.112965883642456,20200302
0,56023.0,920,3.0,1.0,40.0,35.3181967,136.60767,97.52588341594374,20200302
1,56023.0,928,8.0,10.0,726.0,35.3172048,136.6140791,592.531334185639,20200302
2,56023.0,955,27.0,51.0,532.0,35.31324640000001,136.6169911,513.9417055876812,20200302
3,56023.0,1002,47.0,1.0,4.0,35.3075859,136.6097099,913.5323375655457,20200302
4,56023.0,1010,8.0,3.0,43.0,35.3133262,136.6014347,986.6182071582822,20200302
0,56177.0,944,26.0,42.0,471.0,35.1067792,136.6404539,309.8341384331313,20200302
1,56177.0,1002,58.0,12.0,158.0,35.11429003333333,136.6408989,837.0836048820032,20200302
2,56177.0,1006,4.0,21.0,329.0,35.1142283,136.6409799,10.08113704269576,20200302
3,56177.0,1012,6.0,1.0,3.0,35.1142283,136.6409799,0.0,20200302
4,56177.0,1033,21.0,21.0,503.0,35.1075064,136.6350935,920.4660808547603,20200302
5,56177.0,1041,8.0,2.0,60.0,35.1084814,136.6348576,110.6421126136472,20200302
6,56177.0,1049,8.0,20.0,500.0,35.1084814,136.6348576,0.0,20200302
7,56177.0,1055,6.0,1.0,50.0,35.1154325,136.630642,863.7836393201486,20200302
0,56231.0,819,3.0,5.0,51.0,35.3191548,136.6576463,0.0,20200302
1,56231.0,852,33.0,42.0,423.0,35.3191548,136.6576463,0.0,20200302
0,56267.0,1022,14.0,4.0,35.0,35.460421733333334,136.62418526666667,2543.22442376418,20200302
1,56267.0,1043,21.0,5.0,100.0,35.4604024,136.6218983,207.37403638931147,20200302
0,56548.0,952,14.0,7.0,1336.0,35.3443163,136.6328741,9733.670272865736,20200302
1,56548.0,1008,56.0,19.0,476.0,35.4567878,136.58811089999998,13162.640526201962,20200302
2,56548.0,1020,12.0,29.0,590.0,35.458391,136.5863489,239.5344054054568,20200302
3,56548.0,1058,38.0,6.0,70.0,35.4664033,136.5518891,3249.2613610704775,20200302
0,113370.0,956,13.0,1.0,8.0,35.1845701,136.6276242,1231.3105766632505,20200302
1,113370.0,1003,47.0,1.0,5.0,35.1743666,136.6243895,1173.3599713446204,20200302
2,113370.0,1009,6.0,3.0,72.0,35.1675481,136.6278763,822.6789536315148,20200302
3,113370.0,1015,6.0,1.0,9.0,35.1629111,136.6311454,595.7815822601821,20200302
4,113370.0,1020,5.0,1.0,2.0,35.1568418,136.6326883,690.0687958917193,20200302
0,113388.0,939,8.0,5.0,80.0,35.434022,136.6201407,3022.4383965775473,20200302
1,113388.0,1000,61.0,11.0,196.0,35.445453,136.6149347,1357.266138764922,20200302
2,113388.0,1010,10.0,5.0,150.0,35.4350192,136.6257395,1519.6441627902775,20200302
3,113388.0,1015,5.0,4.0,58.0,35.435048550000005,136.62574405,3.2937107702980803,20200302
4,113388.0,1020,5.0,1.0,10.0,35.4355658,136.6309724,477.6935597311684,20200302
5,113388.0,1029,9.0,6.0,74.0,35.4426002,136.6273148,850.4326629381874,20200302
6,113388.0,1032,3.0,1.0,96.0,35.451254,136.6267968,964.4812822849134,20200302
7,113388.0,1035,3.0,2.0,140.0,35.4508143,136.625477,129.30460684190137,20200302
8,113388.0,1039,4.0,1.0,30.0,35.4536689,136.6319885,670.5458606149391,20200302
9,113388.0,1045,6.0,2.0,31.0,35.4451878,136.618571,1540.0753363938363,20200302
10,113388.0,1049,4.0,1.0,5.0,35.4515463,136.6117111,942.3446510682951,20200302
11,113388.0,1057,8.0,1.0,7.0,35.4614659,136.6038023,1316.6790455239084,20200302
0,114875.0,902,43.0,1.0,10.0,35.3543389,136.6333223,60.72640683970731,20200302
1,114875.0,905,3.0,1.0,2.0,35.3559527,136.6327683,186.55573906841164,20200302
2,114875.0,910,5.0,5.0,96.0,35.3558903,136.6330746,28.663212136155032,20200302
3,114875.0,923,13.0,6.0,120.0,35.3558874,136.6353,202.04260494428766,20200302
4,114875.0,925,2.0,1.0,10.0,35.3547891,136.6356747,126.90675993920733,20200302
0,115534.0,909,7.0,8.0,116.0,35.35839099999999,136.65316959999998,840.6416271153648,20200302
0,131829.0,848,20.0,9.0,536.0,35.411571300000006,136.61914000000002,2130.2660995749393,20200302
1,131829.0,901,53.0,3.0,740.0,35.413195349999995,136.5993803,1801.8049194914183,20200302
2,131829.0,906,5.0,1.0,61.0,35.4103769,136.597166,372.55469976681235,20200302
0,131970.0,1041,24.0,1.0,500.0,35.3180673,136.6141779,3444.844315559194,20200302
1,131970.0,1055,14.0,2.0,260.0,35.3046609,136.6171996,1517.4264121457772,20200302
2,131970.0,1057,2.0,40.0,440.0,35.3042254,136.6166582,69.0608214855826,20200302
3,131970.0,1058,1.0,21.0,425.0,35.3340456,136.6200108,3333.5076117132808,20200302
0,131994.0,947,35.0,129.0,1111.0,35.300377,136.6450096,560.0312127978499,20200302
0,152412.0,851,3.0,2.0,40.0,35.3452332,136.6317485,3.0204708105475793,20200302
1,152412.0,857,6.0,1.0,25.0,35.3323026,136.6250385,1563.083239145877,20200302
2,152412.0,909,52.0,17.0,303.0,35.3309072,136.6215107,356.05336121042194,20200302
3,152412.0,927,18.0,7.0,190.0,35.304793,136.611625,3042.540724637258,20200302
4,152412.0,932,5.0,1.0,80.0,35.3047641,136.6115925,4.36571301897077,20200302
0,156804.0,951,10.0,2.0,62.0,35.34186285,136.61339465,264.75089033509954,20200302
1,156804.0,1041,90.0,32.0,380.0,35.17321909999999,136.6271809,18815.11572167627,20200302
2,156804.0,1042,1.0,33.0,286.0,35.1729999,136.6273664,29.670352334011532,20200302
0,213545.0,919,9.0,6.0,168.0,35.3332574,136.6716228,266.4922208395065,20200302
1,213545.0,939,20.0,72.0,620.0,35.30374808666666,136.65861232666666,3491.063480298057,20200302
0,214532.0,921,9.0,9.0,79.0,35.3775897,136.580651,542.7042857678938,20200302
1,214532.0,928,7.0,1.0,5.0,35.3805946,136.5806365,334.50651483021005,20200302
2,214532.0,935,7.0,5.0,21.0,35.382337,136.5846694,414.2440008601066,20200302
3,214532.0,940,5.0,1.0,5.0,35.3754857,136.5833557,771.9474642400204,20200302
4,214532.0,949,9.0,38.0,715.0,35.3756921,136.5875012,376.97576726296484,20200302
5,214532.0,957,8.0,12.0,108.0,35.3773984,136.5880866,197.23631115144158,20200302
6,214532.0,959,2.0,2.0,20.0,35.3773984,136.5880866,0.0,20200302
7,214532.0,1006,47.0,3.0,28.0,35.3761271,136.5901627,235.66334974139576,20200302
0,214811.0,938,9.0,3.0,1020.0,35.4404241,136.6016311,1135.5285320064706,20200302
1,214811.0,949,11.0,2.0,140.0,35.440015200000005,136.60272585,109.22431595068076,20200302
2,214811.0,1007,58.0,1.0,140.0,35.4391596,136.6037112,130.60607161559068,20200302
0,214818.0,914,7.0,1.0,2.0,35.3573575,136.6123874,187.91192701266937,20200302
1,214818.0,920,6.0,1.0,10.0,35.3587686,136.61394,211.05336962568396,20200302
2,214818.0,926,6.0,2.0,22.0,35.3595894,136.6151316,141.6036667053164,20200302
3,214818.0,930,4.0,3.0,43.0,35.3595474,136.6160222,80.98831109147726,20200302
4,214818.0,937,7.0,1.0,2.0,35.3609268,136.6081027,735.181492354278,20200302
5,214818.0,947,10.0,2.0,11.0,35.3607413,136.6143837,570.5860121166306,20200302
6,214818.0,957,10.0,1.0,10.0,35.35598,136.6102762,648.0628192867174,20200302
7,214818.0,1003,46.0,2.0,10.0,35.3558908,136.613412,284.8698159610292,20200302
0,221096.0,1039,8.0,1.0,5.0,35.1339484,136.6589057,1532.8825861828018,20200302
1,221096.0,1046,7.0,5.0,100.0,35.132166,136.6519152,666.6218723382299,20200302
2,221096.0,1051,5.0,5.0,155.0,35.1295544,136.6512503,296.95719815025404,20200302
3,221096.0,1057,6.0,1.0,5.0,35.1319613,136.6478023,412.71003492506696,20200302
4,221096.0,1100,43.0,5.0,105.0,35.1352386,136.6464236,385.8146587275971,20200302
5,221096.0,1109,9.0,2.0,30.0,35.1236347,136.6444705,1303.9215781592534,20200302
6,221096.0,1113,4.0,1.0,80.0,35.1192126,136.6458958,509.08514470612477,20200302
7,221096.0,1115,2.0,2.0,3.0,35.1167513,136.647268,301.1355570741235,20200302
8,221096.0,1119,4.0,1.0,5.0,35.1176339,136.6408774,590.1437210837165,20200302
9,221096.0,1159,40.0,24.0,227.0,35.10731873333334,136.63308086666666,1350.037076210554,20200302
10,221096.0,1201,42.0,2.0,20.0,35.1071434,136.6324519,60.51280129870544,20200302
11,221096.0,1235,34.0,2.0,23.0,35.1246442,136.6189735,2302.546209490297,20200302
12,221096.0,1241,6.0,20.0,360.0,35.1304652,136.5971107,2093.3216591369433,20200302
13,221096.0,1247,6.0,1.0,10.0,35.1298687,136.5941405,278.4472602803392,20200302
14,221096.0,1253,6.0,2.0,50.0,35.1319204,136.5950633,243.35593417103445,20200302
15,221096.0,1306,53.0,11.0,145.0,35.1372165,136.5891122,800.6856242323507,20200302
16,221096.0,1319,13.0,2.0,22.0,35.1010016,136.6200704,4919.198276620406,20200302
17,221096.0,1328,9.0,1.0,5.0,35.094963,136.6147875,826.6703715799988,20200302
18,221096.0,1337,9.0,2.0,9.0,35.1003469,136.6178592,661.4145329140994,20200302
19,221096.0,1343,6.0,1.0,24.0,35.1041328,136.6176735,421.78365292005907,20200302
20,221096.0,1350,7.0,1.0,10.0,35.5152835,136.9296102,53830.914736525905,20200302
21,221096.0,1407,57.0,19.0,203.0,35.0991444,136.6155704,54404.23809958259,20200302
22,221096.0,1408,1.0,17.0,420.0,35.0991444,136.6155704,0.0,20200302
23,221096.0,1418,10.0,5.0,100.0,35.1118833,136.6404349,2671.798810234063,20200302
24,221096.0,1426,8.0,1.0,1.0,35.1323548,136.6318781,2408.37890607087,20200302
25,221096.0,1438,12.0,4.0,51.0,35.136054,136.6375457,660.1470720708763,20200302
26,221096.0,1440,2.0,1.0,8.0,35.1364466,136.6393173,167.09516376048995,20200302
27,221096.0,1443,3.0,1.0,8.0,35.1354675,136.6385248,130.70759585248743,20200302
28,221096.0,1446,3.0,1.0,10.0,35.1342942,136.6402442,203.86422323963416,20200302
29,221096.0,1502,56.0,15.0,193.0,35.1355124,136.6452533,475.75011301694207,20200302
30,221096.0,1509,7.0,15.0,117.0,35.135474,136.6452174,5.37972665867274,20200302
0,222657.0,921,3.0,7.0,140.0,35.3122039,136.642875,853.1679977256515,20200302
1,222657.0,928,7.0,3.0,1137.0,35.3111368,136.6452763,248.3791221890038,20200302
2,222657.0,956,28.0,49.0,755.0,35.3177069,136.65073469999996,883.6021366739841,20200302
3,222657.0,1002,46.0,7.0,86.0,35.319570325,136.65786527499998,680.0854036903963,20200302
4,222657.0,1017,15.0,17.0,285.0,35.3363419,136.67337056666665,2338.531338138618,20200302
0,231360.0,950,6.0,1.0,20.0,35.374169,136.6064961,141.54908373853274,20200302
1,231360.0,953,3.0,1.0,2.0,35.372635,136.6058168,181.55522119044733,20200302
2,231360.0,959,6.0,1.0,1.0,35.4554828,136.9932905,36342.71391731696,20200302
3,231360.0,1002,43.0,24.0,120.0,35.3728837,136.6046801,36435.42395150943,20200302
0,232125.0,924,20.0,11.0,87.0,35.3781045,136.6170497,115.67470469804036,20200302
1,232125.0,941,17.0,1.0,2.0,35.3760425,136.6187726,277.7473406347485,20200302
2,232125.0,944,3.0,1.0,6.0,35.3782423,136.6162579,334.75880980150544,20200302
3,232125.0,948,4.0,3.0,54.0,35.3745047,136.621336,620.9343095719238,20200302
4,232125.0,951,3.0,1.0,20.0,35.3743122,136.6212712,22.22146077105298,20200302
5,232125.0,958,7.0,7.0,104.0,35.372773,136.6173499,395.02834900825434,20200302
6,232125.0,1013,55.0,1.0,10.0,35.3691412,136.6245338,767.2572290857545,20200302
7,232125.0,1015,2.0,1.0,5.0,35.3685377,136.6189592,510.47250247637174,20200302
8,232125.0,1020,5.0,2.0,15.0,35.3692534,136.619582,97.6916724684415,20200302
9,232125.0,1022,2.0,3.0,22.0,35.3705265,136.6186809,163.63185517362743,20200302
10,232125.0,1024,2.0,2.0,28.0,35.3753452,136.6209159,573.4962726786453,20200302
11,232125.0,1025,1.0,7.0,65.0,35.3684344,136.618329,804.3453642233474,20200302
12,232125.0,1040,15.0,5.0,58.0,35.3678981,136.6160373,216.42706936274487,20200302
13,232125.0,1042,2.0,1.0,10.0,35.3678702,136.6160349,3.1146990966430526,20200302
0,232680.0,951,5.0,4.0,80.0,35.4534164,136.5922371,20.685918845178882,20200302
0,314565.0,958,5.0,1.0,5.0,35.4391265,136.5835191,708.8728291009436,20200302
1,314565.0,1001,43.0,1.0,5.0,35.4436579,136.5864576,570.5048410968903,20200302
2,314565.0,1005,4.0,1.0,18.0,34.9500296,136.5675511,54977.35905326204,20200302
3,314565.0,1014,9.0,3.0,61.0,35.457175,136.5856491,56479.16320566579,20200302
4,314565.0,1019,5.0,1.0,20.0,35.4533023,136.5817852,555.5279016888214,20200302
5,314565.0,1026,7.0,2.0,60.0,35.4444278,136.5782538,1038.5142563730765,20200302
6,314565.0,1031,5.0,2.0,20.0,35.4426204,136.5759334,291.144850304911,20200302
7,314565.0,1039,8.0,1.0,10.0,35.4417974,136.571739,391.27583217338565,20200302
8,314565.0,1046,7.0,2.0,7.0,35.4451824,136.57830115,704.3898719702844,20200302
9,314565.0,1051,5.0,1.0,20.0,35.4684372,136.5603812,3056.426204742941,20200302
10,314565.0,1056,5.0,1.0,5.0,35.4533418,136.5674365,1798.0589183315096,20200302
11,314565.0,1101,45.0,2.0,16.0,35.4525557,136.5536299,1255.0367112647323,20200302
12,314565.0,1127,26.0,1.0,22.0,35.4665802,136.5531082,1561.9166779055658,20200302
13,314565.0,1134,7.0,10.0,170.0,35.4637792,136.5512124,356.0440504625724,20200302
14,314565.0,1147,13.0,2.0,4.0,35.4668308,136.5647105,1270.0912843541807,20200302
0,315540.0,939,10.0,1.0,3.0,35.3228581,136.6473628,1852.3717846919121,20200302
1,315540.0,945,6.0,2.0,2.0,35.3215544,136.6517921,427.6768854385119,20200302
2,315540.0,951,6.0,1.0,5.0,35.3206802,136.6590308,664.6418303008023,20200302
3,315540.0,1015,64.0,19.0,537.0,35.31572760000001,136.64651110000003,1263.7810154974998,20200302
4,315540.0,1024,9.0,1.0,55.0,35.3128649,136.6442553,378.8674082730925,20200302
5,315540.0,1032,8.0,6.0,1145.0,35.34818616666667,136.633691,4047.3068325222366,20200302
0,315556.0,926,14.0,3.0,33.0,35.3577227,136.633327,1331.0751299850251,20200302
1,315556.0,936,10.0,1.0,5.0,35.3582106,136.6406939,671.0196497142231,20200302
2,315556.0,942,6.0,1.0,21.0,35.3585455,136.6429418,207.45608448838905,20200302
3,315556.0,949,7.0,1.0,10.0,35.3586977,136.6422809,62.34688615211152,20200302
4,315556.0,956,7.0,3.0,50.0,35.3585718,136.6416462,59.301875551992325,20200302
0,316523.0,937,4.0,1.0,5.0,35.3773915,136.6233339,743.2934986363466,20200302
1,316523.0,941,4.0,1.0,30.0,35.3771718,136.6232072,27.02577390866145,20200302
2,316523.0,947,6.0,1.0,5.0,35.3770775,136.6260733,260.3542901723898,20200302
3,316523.0,950,3.0,1.0,20.0,35.3735395,136.6236738,450.05752686287286,20200302
4,316523.0,954,4.0,1.0,6.0,35.3688371,136.6265361,584.4008201161339,20200302
5,316523.0,1002,48.0,7.0,336.0,35.3733042,136.6365682,1037.56421761529,20200302
6,316523.0,1012,10.0,1.0,2.0,35.3810165,136.6415549,970.5343134156885,20200302
7,316523.0,1024,12.0,4.0,40.0,35.2644,136.5560627,15126.757443436878,20200302
8,316523.0,1033,9.0,1.0,7.0,35.3738118,136.6501435,14878.449855343544,20200302
9,316523.0,1044,11.0,1.0,24.0,35.3644636,136.635234,1707.224765641047,20200302
0,316632.0,906,47.0,18.0,258.0,35.3476894,136.648336,95.30834040548412,20200302
1,316632.0,911,5.0,1.0,10.0,35.3508923,136.6439575,534.0158869049305,20200302
2,316632.0,914,3.0,18.0,451.0,35.3525469,136.6438801,184.32327239289907,20200302
3,316632.0,923,9.0,2.0,50.0,35.3528053,136.6447172,81.2639433849709,20200302
0,331218.0,932,4.0,1.0,20.0,34.9687766,136.6165113,44787.127325770365,20200302
1,331218.0,937,5.0,8.0,109.0,35.369195219999995,136.61629266,44574.40132283675,20200302
0,340398.0,931,6.0,2.0,54.0,35.3664187,136.6132375,312.7989127245556,20200302
1,340398.0,936,5.0,2.0,10.0,35.3658094,136.6076788,509.1442712409321,20200302
2,340398.0,943,7.0,2.0,26.0,35.3603397,136.6035094,716.9410415817918,20200302
3,340398.0,950,7.0,1.0,1.0,35.362499,136.5986263,504.2776194399571,20200302
4,340398.0,957,7.0,1.0,5.0,35.3671267,136.6036027,685.1745316874416,20200302
5,340398.0,1000,43.0,2.0,21.0,35.3674253,136.6034107,37.53230642286466,20200302
6,340398.0,1005,5.0,1.0,6.0,35.3670406,136.6047238,126.65803530507486,20200302
7,340398.0,1011,6.0,1.0,2.0,35.3702853,136.6048926,361.5232113634149,20200302
8,340398.0,1021,10.0,8.0,71.0,35.36909,136.6100509,486.7770434856656,20200302
9,340398.0,1027,6.0,2.0,40.0,35.3707603,136.6111227,209.85251738164126,20200302
10,340398.0,1037,10.0,1.0,2.0,35.3757254,136.5967963,1412.9896077333947,20200302
0,413808.0,855,1.0,12.0,192.0,35.3478923,136.5737099,0.0,20200302
1,413808.0,901,46.0,5.0,116.0,35.3478923,136.5737099,0.0,20200302
2,413808.0,932,31.0,1.0,325.0,35.3587663,136.5746575,1213.5417154125043,20200302
3,413808.0,933,1.0,5.0,55.0,35.3587663,136.5746575,0.0,20200302
0,414273.0,954,9.0,15.0,216.0,35.3291218,136.6192459,283.4339847119295,20200302
1,414273.0,1000,46.0,1.0,1.0,35.3256584,136.6197599,388.35980317312664,20200302
2,414273.0,1011,11.0,13.0,132.0,35.325531133333335,136.6245611,436.2907923926163,20200302
3,414273.0,1014,3.0,1.0,51.0,35.3256857,136.6209924,324.57735662617944,20200302
4,414273.0,1018,4.0,1.0,15.0,35.3246547,136.6198067,157.3827124675487,20200302
