,driverID,endtime,dtime[min],number,weight,latitude,longitude,distance[m],date
7,232680.0,1122,3.0,1.0,7.0,35.4407759,136.6013189,89.55883933357858,20191101
8,232680.0,1125,3.0,1.0,5.0,35.4403071,136.6022705,100.8557137359757,20191101
9,232680.0,1128,3.0,1.0,2.0,35.4396429,136.603023,100.62123458269492,20191101
10,232680.0,1133,5.0,32.0,431.0,35.4390598,136.6035641,81.3740236903014,20191101
0,312991.0,1031,29.0,111.0,966.0,35.3023832,136.6107797,907.9880595256751,20191101
1,312991.0,1041,10.0,1.0,210.0,35.3030105,136.617323,598.5396844763592,20191101
2,312991.0,1046,5.0,26.0,377.0,35.3030105,136.617323,0.0,20191101
3,312991.0,1105,59.0,6.0,386.0,35.3035312,136.617818,73.36297957312993,20191101
4,312991.0,1126,21.0,13.0,390.0,35.3030105,136.617323,73.36297957312993,20191101
5,312991.0,1128,2.0,2.0,6.0,35.3030105,136.617323,0.0,20191101
0,314565.0,1004,3.0,2.0,30.0,35.379042,136.6145658,200.5048567898539,20191101
1,314565.0,1007,3.0,1.0,25.0,35.3789872,136.6175208,268.27467658972444,20191101
2,314565.0,1011,4.0,1.0,6.0,35.3785971,136.6198297,214.0158109742588,20191101
3,314565.0,1014,3.0,1.0,10.0,35.3825059,136.6209163,446.1619579190625,20191101
4,314565.0,1016,2.0,1.0,1.0,35.3827625,136.6208055,30.282959549522392,20191101
5,314565.0,1018,2.0,1.0,2.0,35.3840859,136.6170568,370.7514371661139,20191101
6,314565.0,1023,5.0,3.0,174.0,35.3866717,136.6141989,387.4677909040689,20191101
7,314565.0,1035,12.0,2.0,48.0,35.3859733,136.605961,751.6621112757969,20191101
8,314565.0,1045,10.0,2.0,290.0,35.4025917,136.6139527,1987.022597942472,20191101
9,314565.0,1054,9.0,10.0,49.0,35.4037516,136.6159603,223.28169679461976,20191101
10,314565.0,1058,4.0,1.0,10.0,35.4017877,136.6189408,347.7538168932583,20191101
11,314565.0,1104,46.0,8.0,200.0,35.4044667,136.6179657,311.072735336094,20191101
12,314565.0,1110,6.0,3.0,25.0,35.3927878,136.6169824,1303.1474082002894,20191101
13,314565.0,1113,3.0,3.0,40.0,35.3930499,136.6159457,98.4985517712114,20191101
14,314565.0,1124,11.0,6.0,222.0,35.392421,136.6156251,75.81345394895101,20191101
0,315540.0,950,9.0,12.0,310.0,34.9986235,136.0487803,65349.42997765586,20191101
1,315540.0,956,6.0,2.0,28.0,35.314938,136.6461335,64773.33804652274,20191101
2,315540.0,1009,53.0,36.0,890.0,35.3157276,136.6465111,94.35295162612202,20191101
3,315540.0,1021,12.0,3.0,610.0,35.3157006,136.6465658,5.806881334691783,20191101
