,driverID,endtime,dtime[min],number,weight,latitude,longitude,distance[m],date
0,12426.0,918,16.0,8.0,115.0,35.3605523,136.6530049,832.367120886293,20190601
1,12426.0,924,6.0,1.0,20.0,35.3520196,136.6449548,1198.4909861782785,20190601
2,12426.0,927,3.0,1.0,10.0,35.3515973,136.6458395,93.07042809408853,20190601
3,12426.0,930,3.0,1.0,112.0,35.3488715,136.6480146,362.0423914601147,20190601
4,12426.0,956,26.0,72.0,665.0,35.3362977,136.6743646,2772.0303122087867,20190601
5,12426.0,1022,66.0,3.0,50.0,35.3497911,136.6459393,2986.373680603372,20190601
0,24089.0,1056,7.0,1.0,5.0,35.3604857,136.6072723,252.5541469910355,20190601
0,26294.0,939,9.0,10.0,1056.0,35.3577376,136.67502020000003,820.6985503707455,20190601
1,26294.0,1012,73.0,12.0,360.0,35.320855,136.6579013,4390.18998049412,20190601
0,26511.0,946,11.0,3.0,50.0,35.3529933,136.6105431,306.361499036924,20190601
1,26511.0,1032,86.0,1.0,10.0,35.3276035,136.6227369,3035.537731783355,20190601
2,26511.0,1044,12.0,1.0,10.0,35.3100381,136.6174,2014.5632260080545,20190601
3,26511.0,1056,12.0,1.0,20.0,35.3202724,136.6145792,1167.7348579320922,20190601
4,26511.0,1102,46.0,1.0,10.0,35.3241515,136.5997298,1416.1688177567512,20190601
0,31202.0,918,4.0,2.0,7.0,35.3460426,136.6243259,252.8775529541607,20190601
1,31202.0,938,20.0,2.0,40.0,35.343929,136.6192569,516.9235616693493,20190601
2,31202.0,943,5.0,5.0,280.0,35.3450122,136.617956,168.7993441755034,20190601
3,31202.0,950,7.0,16.0,512.0,35.3455759,136.6096613,755.7777672649727,20190601
4,31202.0,958,8.0,12.0,215.0,35.3466991,136.6095577,125.38738339307504,20190601
5,31202.0,1003,45.0,2.0,7.0,35.3389305,136.607063,893.9733373540505,20190601
6,31202.0,1006,3.0,1.0,100.0,35.2822532,136.5998476,6343.242789827205,20190601
0,55135.0,941,4.0,1.0,2.0,35.3604558,136.644243,58.59161479314189,20190601
1,55135.0,945,4.0,1.0,10.0,35.3610187,136.6440935,64.11473195309661,20190601
2,55135.0,953,8.0,1.0,5.0,35.3595446,136.6503079,587.5501635020066,20190601
3,55135.0,956,3.0,1.0,8.0,35.3607745,136.6515646,178.21647053007376,20190601
4,55135.0,1004,48.0,1.0,1.0,35.3660329,136.6435786,931.7930829622698,20190601
5,55135.0,1009,5.0,2.0,80.0,35.3669648,136.6405654,292.54137158386465,20190601
6,55135.0,1018,9.0,1.0,20.0,35.3698187,136.6399871,322.0026167731556,20190601
7,55135.0,1021,3.0,1.0,8.0,35.3694915,136.6366237,307.47346432508635,20190601
8,55135.0,1033,12.0,1.0,3.0,35.367017,136.6445194,767.8456531513983,20190601
9,55135.0,1042,9.0,10.0,165.0,35.3795482,136.6133612,3153.531062565442,20190601
10,55135.0,1054,12.0,5.0,51.0,35.3672471,136.6496642,3568.40471860091,20190601
11,55135.0,1057,3.0,1.0,25.0,35.366999,136.652861,291.505918368955,20190601
12,55135.0,1101,44.0,1.0,5.0,35.3693134,136.6499817,367.0032451637959,20190601
13,55135.0,1104,3.0,1.0,10.0,35.3695676,136.6490033,93.21235930470098,20190601
0,55890.0,1010,90.0,234.0,3561.0,35.309953,136.6411294,0.0,20190601
1,55890.0,1027,17.0,7.0,111.0,35.300377,136.6450096,1122.7660563535235,20190601
0,56231.0,922,98.0,211.0,1593.0,35.31915479999999,136.65764630000004,2251.8847810806155,20190601
1,56231.0,953,31.0,23.0,246.0,35.3191548,136.6576463,0.0,20190601
0,77300.0,927,6.0,5.0,39.0,35.3504675,136.6301932,568.9453009637496,20190601
