,driverID,endtime,dtime[min],number,weight,latitude,longitude,distance[m],date
10,54056.0,1115,3.0,1.0,10.0,35.3688256,136.5804993,92.74866965490298,20191202
11,54056.0,1119,4.0,1.0,2.0,35.3693714,136.579912,80.83134278927264,20191202
12,54056.0,1122,3.0,17.0,224.0,35.3700354,136.5798902,73.94264611959122,20191202
0,54548.0,1011,10.0,1.0,4.0,35.404752,136.6062456,1252.1737626309473,20191202
1,54548.0,1029,18.0,2.0,3.0,33.8488907,132.699924,397493.42762126506,20191202
2,54548.0,1031,2.0,1.0,12.0,35.4142105,136.6024525,397622.45747550006,20191202
3,54548.0,1047,16.0,9.0,242.0,35.4179374,136.6022625,415.23453269652526,20191202
4,54548.0,1052,5.0,3.0,19.0,35.4176803,136.6040812,167.4555615633723,20191202
5,54548.0,1059,7.0,1.0,10.0,35.4139668,136.6069812,490.00525009442345,20191202
6,54548.0,1122,63.0,7.0,140.0,35.4276481,136.5918108,2052.6674260598897,20191202
7,54548.0,1130,8.0,1.0,2.0,35.418797,136.5996334,1214.2362456390615,20191202
8,54548.0,1148,18.0,4.0,70.0,35.4103769,136.597166,963.6805028736608,20191202
0,55135.0,953,13.0,1.0,15.0,35.354623,136.614014,867.7578544378199,20191202
1,55135.0,1007,54.0,1.0,169.0,35.3645624,136.6284586,1715.7734358012087,20191202
2,55135.0,1012,5.0,1.0,64.0,35.3661642,136.6288907,182.57502969394238,20191202
3,55135.0,1016,4.0,2.0,37.0,35.3654421,136.6281863,102.71513659939458,20191202
4,55135.0,1030,14.0,7.0,122.0,35.366256,136.63052360000003,230.71046236770448,20191202
5,55135.0,1044,14.0,1.0,40.0,35.3665655,136.6307297,39.2054572216256,20191202
6,55135.0,1046,2.0,3.0,64.0,35.365831,136.6304464,85.7132348914582,20191202
0,55528.0,937,27.0,4.0,100.0,35.3370313,136.6606144,710.8019445464332,20191202
1,55528.0,943,6.0,1.0,10.0,35.3437459,136.6585516,770.5793103025327,20191202
2,55528.0,948,5.0,1.0,10.0,35.3450216,136.6633418,457.5560773221955,20191202
3,55528.0,959,11.0,1.0,5.0,35.3369415,136.6675208,976.2452097631873,20191202
4,55528.0,1005,46.0,2.0,20.0,35.3309329,136.6678887,669.7082031062374,20191202
5,55528.0,1011,6.0,2.0,48.0,35.3304173,136.6644236,319.88336057933986,20191202
6,55528.0,1028,17.0,3.0,45.0,35.3196617,136.6552671,1457.7904826855247,20191202
7,55528.0,1044,16.0,1.0,3.0,35.3117891,136.6419172,1496.1623398602874,20191202
8,55528.0,1052,8.0,9.0,157.0,35.3173084,136.6531353,1189.9004316892103,20191202
0,55890.0,920,9.0,1.0,821.0,35.3084621,136.6382162,312.37657995253244,20191202
1,55890.0,950,30.0,9.0,672.0,35.2741951,136.653617,4063.154113902893,20191202
2,55890.0,956,6.0,15.0,300.0,35.2741951,136.653617,0.0,20191202
3,55890.0,1016,60.0,2.0,540.0,35.2887915,136.6477294,1710.681636317896,20191202
0,56023.0,939,12.0,5.0,91.0,35.3540173,136.6737572,429.72314503110096,20191202
1,56023.0,948,9.0,12.0,165.0,35.356240220000004,136.67029956000002,399.723702250179,20191202
0,56177.0,943,20.0,1.0,10.0,35.1114822,136.640543,685.218780266617,20191202
1,56177.0,948,5.0,2.0,400.0,35.1118833,136.6404349,45.72244156476122,20191202
2,56177.0,1010,62.0,34.0,516.0,35.1142283,136.6409799,265.7198919562837,20191202
3,56177.0,1014,4.0,4.0,40.0,35.1142283,136.6409799,0.0,20191202
4,56177.0,1033,19.0,20.0,210.0,35.1075064,136.6350935,920.4660808547603,20191202
5,56177.0,1040,7.0,7.0,178.0,35.1084814,136.6348576,110.6421126136472,20191202
0,56231.0,906,70.0,54.0,696.0,35.3191548,136.6576463,2438.6896137360163,20191202
1,56231.0,912,6.0,4.0,880.0,35.3196617,136.6552671,223.34888284107336,20191202
2,56231.0,946,34.0,83.0,971.0,35.31896245,136.657575925,223.6916175602252,20191202
0,56267.0,1013,9.0,1.0,40.0,35.3789872,136.6175208,235.68534998487573,20191202
1,56267.0,1022,9.0,1.0,5.0,35.3793391,136.6212276,338.71339132562696,20191202
2,56267.0,1048,26.0,4.0,8.0,35.38572405,136.60804337500002,1391.7694389444312,20191202
3,56267.0,1052,4.0,1.0,20.0,35.3870868,136.612778,455.68296510997817,20191202
4,56267.0,1056,4.0,3.0,13.0,35.3866717,136.6141989,136.98208611929013,20191202
5,56267.0,1102,46.0,2.0,32.0,35.392421,136.6156251,652.9653363672176,20191202
6,56267.0,1108,6.0,1.0,6.0,35.3933234,136.6182969,262.44575187743936,20191202
7,56267.0,1117,9.0,2.0,33.0,35.4037516,136.6159603,1180.065852506888,20191202
0,56548.0,954,19.0,4.0,1293.0,35.3443163,136.6328741,9406.427358458703,20191202
1,56548.0,1000,46.0,2.0,1145.0,35.3443163,136.6328741,0.0,20191202
2,56548.0,1037,37.0,28.0,1470.0,35.466406725,136.55188527500002,15450.420318764676,20191202
0,113062.0,950,13.0,14.0,489.0,35.41324238000001,136.6080425,13.184438244675047,20191202
0,113370.0,1020,19.0,3.0,32.0,35.1845701,136.6276242,1231.3105766632505,20191202
1,113370.0,1032,12.0,3.0,18.0,35.1737196,136.6272126,1208.4525808471858,20191202
2,113370.0,1047,15.0,3.0,69.0,35.1688125,136.6290969,572.5342771347952,20191202
3,113370.0,1054,7.0,1.0,11.0,35.1619421,136.6307799,779.9941037708746,20191202
4,113370.0,1057,3.0,1.0,1.0,35.1589833,136.6325601,367.061658590478,20191202
5,113370.0,1100,43.0,1.0,5.0,35.1554124,136.6341009,421.5206468029446,20191202
6,113370.0,1110,10.0,1.0,1.0,35.1569196,136.6349079,183.15275148670386,20191202
7,113370.0,1115,5.0,1.0,5.0,35.1630683,136.6430029,1005.6101772412402,20191202
0,113388.0,952,5.0,1.0,5.0,35.4386964,136.614961,174.0544220641508,20191202
1,113388.0,1001,49.0,12.0,208.0,35.445453,136.6149347,752.1450497588563,20191202
2,113388.0,1013,12.0,1.0,10.0,35.434022,136.6201407,1357.266138764922,20191202
3,113388.0,1032,19.0,17.0,510.0,35.4350192,136.6257395,519.8068128660559,20191202
4,113388.0,1036,4.0,1.0,5.0,35.4351109,136.6255007,23.944082785352663,20191202
5,113388.0,1039,3.0,5.0,25.0,35.4355658,136.6309724,498.85905925399106,20191202
6,113388.0,1051,12.0,15.0,330.0,35.4426002,136.6273148,850.4326629381874,20191202
7,113388.0,1055,4.0,8.0,29.0,35.4433051,136.6264688,109.74557442525568,20191202
8,113388.0,1059,4.0,1.0,1.0,35.4473372,136.6235294,522.0412507007138,20191202
9,113388.0,1102,43.0,3.0,25.0,35.4484027,136.6237458,120.22336400437932,20191202
10,113388.0,1108,6.0,2.0,40.0,35.4528527,136.6306553,798.7395400725891,20191202
11,113388.0,1113,5.0,2.0,50.0,35.4611909,136.6249226,1063.84699239297,20191202
0,114875.0,910,4.0,1.0,10.0,35.354579,136.6326892,178.11438689902184,20191202
1,114875.0,912,2.0,1.0,5.0,35.3558903,136.6330746,150.10834608655765,20191202
2,114875.0,916,4.0,1.0,1.0,35.3542815,136.6345853,225.57804191709317,20191202
3,114875.0,918,2.0,6.0,250.0,35.3548909,136.6345391,67.96760408989248,20191202
4,114875.0,922,4.0,2.0,4.0,35.3553507,136.6353473,89.4650407378232,20191202
5,114875.0,929,7.0,12.0,185.0,35.3547891,136.6356747,69.223863078631,20191202
6,114875.0,935,6.0,1.0,82.0,35.3553003,136.6363896,86.32000346756129,20191202
7,114875.0,939,4.0,2.0,20.0,35.3577956,136.6363314,277.8257727615235,20191202
0,115430.0,1034,1.0,41.0,464.0,35.17299989999999,136.6273664,24.72544583242611,20191202
0,115534.0,916,6.0,5.0,16.0,35.358391,136.6531696,840.6416271153648,20191202
1,115534.0,919,3.0,1.0,30.0,35.355834,136.6505171,372.8457063367393,20191202
2,115534.0,925,6.0,1.0,10.0,35.3528053,136.6447172,625.2659327666148,20191202
3,115534.0,927,2.0,1.0,3.0,35.3533276,136.6178541,2439.658327549252,20191202
4,115534.0,932,5.0,3.0,60.0,35.3485058,136.6486522,2847.358375271776,20191202
5,115534.0,940,8.0,8.0,344.0,35.3476894,136.648336,95.30834040548412,20191202
0,131829.0,903,54.0,4.0,1160.0,35.4132551,136.59938,401.50176125943136,20191202
1,131829.0,910,7.0,21.0,728.0,35.4059235,136.592366,1034.925115388692,20191202
2,131829.0,941,31.0,1.0,170.0,35.4065941,136.6344345,3817.7128654973394,20191202
0,131960.0,1034,14.0,60.0,1000.0,35.3121307,136.6156004,550.1439037428455,20191202
0,131994.0,932,17.0,117.0,1719.0,35.30522359999999,136.64335660000003,589.9431745238115,20191202
0,132060.0,1038,17.0,6.0,90.0,35.4378054,136.6202172,515.7115512267801,20191202
1,132060.0,1047,9.0,30.0,300.0,35.4567952,136.6202699,2113.9402700316236,20191202
2,132060.0,1058,11.0,8.0,78.0,35.46036803333333,136.6241562,531.3766021938767,20191202
0,152412.0,1006,55.0,30.0,600.0,35.3306205,136.6738444,0.0,20191202
1,152412.0,1033,27.0,1.0,1.0,35.320855,136.6579013,1810.6561063619754,20191202
2,152412.0,1141,108.0,44.0,703.0,35.3212567,136.6573959,64.08464557763202,20191202
0,213545.0,926,9.0,2.0,20.0,35.322897,136.64727045,1850.1472789185361,20191202
0,214147.0,1141,33.0,1.0,160.0,35.3945349,136.572943,2344.4834644201633,20191202
1,214147.0,1158,17.0,1.0,700.0,35.4012408,136.5803934,1007.1350526610139,20191202
0,214532.0,936,4.0,1.0,10.0,35.3773984,136.5880866,235.66334974139576,20191202
1,214532.0,938,2.0,1.0,20.0,35.3756921,136.5875012,197.23631115144158,20191202
2,214532.0,941,3.0,4.0,80.0,35.3762827,136.5858044,167.4586362382909,20191202
3,214532.0,947,6.0,1.0,15.0,35.376553,136.581325,407.689763389345,20191202
4,214532.0,949,2.0,1.0,2.0,35.3774554,136.5802742,138.51999789854113,20191202
5,214532.0,951,2.0,8.0,65.0,35.377643039999995,136.58060282,36.41372852199357,20191202
6,214532.0,1000,49.0,1.0,24.0,35.3766669,136.5754627,479.0319476568609,20191202
7,214532.0,1002,2.0,1.0,3.0,35.3764491,136.5756615,30.222945047440152,20191202
8,214532.0,1010,8.0,1.0,2.0,35.3786978,136.5744986,271.6671690770733,20191202
9,214532.0,1015,5.0,15.0,150.0,35.3805946,136.5806365,595.7644647332253,20191202
10,214532.0,1018,3.0,1.0,1.0,35.3799234,136.5823772,174.7663690927952,20191202
11,214532.0,1022,4.0,2.0,30.0,35.3808404,136.5827778,108.3619002392439,20191202
12,214532.0,1030,8.0,1.0,40.0,35.3769227,136.5888111,700.0472541183606,20191202
0,214818.0,940,4.0,5.0,56.0,35.3461584,136.6293304,391.9927281941213,20191202
1,214818.0,944,4.0,1.0,5.0,35.3485183,136.6308095,295.0414223223937,20191202
2,214818.0,947,3.0,1.0,10.0,35.3475787,136.6315372,123.7175054552804,20191202
3,214818.0,1001,54.0,15.0,171.0,35.3505915,136.630785,342.26677290898476,20191202
4,214818.0,1003,2.0,1.0,1.0,35.3508557,136.6304894,39.81621201936953,20191202
5,214818.0,1012,9.0,1.0,6.0,35.3522686,136.629669,174.0299508747178,20191202
6,214818.0,1020,8.0,7.0,670.0,35.354198,136.6266906,345.33306460264663,20191202
7,214818.0,1027,7.0,4.0,65.0,35.3549046,136.6301277,321.8176709352911,20191202
8,214818.0,1029,2.0,1.0,1.0,35.3554823,136.6300855,64.423236097366,20191202
9,214818.0,1032,3.0,1.0,10.0,35.3549046,136.6301277,64.423236097366,20191202
10,214818.0,1037,5.0,1.0,10.0,35.3585712,136.6302627,408.34801764602037,20191202
11,214818.0,1038,1.0,1.0,10.0,35.3594243,136.6299186,99.97279067954975,20191202
12,214818.0,1051,13.0,1.0,4.0,35.3591802,136.6263498,325.132406091647,20191202
13,214818.0,1057,6.0,1.0,7.0,35.35707,136.6253554,251.65689471764424,20191202
14,214818.0,1100,43.0,1.0,5.0,35.3571161,136.6251439,19.87575142069353,20191202
15,214818.0,1115,15.0,3.0,80.0,35.354776,136.6293012,458.6053671913894,20191202
16,214818.0,1117,2.0,1.0,1.0,35.3547172,136.6296622,33.42251393759817,20191202
0,214898.0,837,5.0,7.0,64.0,35.3558908,136.613412,175.89533627000873,20191202
1,214898.0,842,5.0,14.0,177.0,35.3587686,136.61394,323.9217904072221,20191202
2,214898.0,846,4.0,1.0,10.0,35.3606358,136.606921,670.2631797162933,20191202
3,214898.0,854,8.0,2.0,15.0,35.35991645,136.61310455,567.0519067243124,20191202
4,214898.0,903,49.0,1.0,20.0,35.3586346,136.6150387,226.26222722825784,20191202
5,214898.0,920,17.0,1.0,5.0,35.3574214,136.6067198,767.2265480498291,20191202
6,214898.0,934,14.0,1.0,10.0,35.3558908,136.613412,631.0129276070976,20191202
0,221096.0,1029,4.0,2.0,40.0,35.1295544,136.6512503,189.24813524713477,20191202
1,221096.0,1035,6.0,1.0,1.0,35.1311167,136.6528816,228.6996508198921,20191202
2,221096.0,1047,12.0,2.0,81.0,35.1146464,136.6508057,1843.1822462324005,20191202
3,221096.0,1052,5.0,1.0,5.0,35.1177187,136.6411426,944.0317739375066,20191202
4,221096.0,1059,7.0,1.0,168.0,35.1145208,136.6329935,823.0141778769167,20191202
5,221096.0,1114,55.0,27.0,362.0,35.1067792,136.6404539,1097.3758012479018,20191202
6,221096.0,1125,11.0,1.0,2.0,35.1050458,136.6431963,315.60808344498304,20191202
7,221096.0,1150,25.0,3.0,90.0,35.10739913333334,136.63285053333334,977.9217493160404,20191202
8,221096.0,1210,60.0,2.0,40.0,35.1074126,136.632741,10.086959500544177,20191202
9,221096.0,1243,33.0,34.0,535.0,35.0991444,136.61557039999994,1814.5315171581933,20191202
10,221096.0,1249,6.0,7.0,70.0,35.1041328,136.6176735,587.4110674000584,20191202
11,221096.0,1258,9.0,1.0,2.0,35.1003469,136.6178592,421.78365292005907,20191202
12,221096.0,1311,53.0,1.0,10.0,35.1010016,136.6200704,214.16761707051896,20191202
0,222657.0,942,3.0,4.0,52.0,35.3122039,136.642875,1063.5918471418968,20191202
1,222657.0,1012,70.0,114.0,1942.0,35.317706900000005,136.65073469999996,940.7310334269039,20191202
2,222657.0,1018,6.0,2.0,27.0,35.319528950000006,136.6578571,677.9863197014142,20191202
3,222657.0,1031,13.0,2.0,1080.0,35.3363663,136.6733605,2344.278049069191,20191202
4,222657.0,1033,2.0,2.0,12.0,35.3363663,136.6733605,0.0,20191202
0,222911.0,1053,7.0,1.0,120.0,35.1425635,136.6451668,968.8627698775219,20191202
1,222911.0,1058,5.0,2.0,180.0,35.1384103,136.6453246,462.5552105676749,20191202
2,222911.0,1109,51.0,1.0,20.0,35.135474,136.6452174,327.013063286713,20191202
3,222911.0,1120,11.0,1.0,5.0,35.135474,136.6452174,0.0,20191202
4,222911.0,1126,6.0,6.0,70.0,35.1352547,136.6464064,110.96115404733665,20191202
5,222911.0,1131,5.0,1.0,2.0,35.1354914,136.6482375,168.76653768022598,20191202
6,222911.0,1152,21.0,2.0,10.0,35.1304652,136.5971107,4688.0489592361455,20191202
7,222911.0,1201,49.0,4.0,80.0,35.1355578,136.5816788,1514.9733756606254,20191202
8,222911.0,1225,24.0,1.0,25.0,35.1246442,136.6189735,3606.2029326599745,20191202
9,222911.0,1233,8.0,1.0,10.0,35.1345933,136.629057,1438.5413258139395,20191202
10,222911.0,1300,67.0,10.0,104.0,35.1364466,136.6393173,956.5725168025975,20191202
11,222911.0,1302,2.0,1.0,10.0,35.1342942,136.6402442,254.0283140876895,20191202
12,222911.0,1315,13.0,8.0,120.0,35.1135418,136.6097155,3614.2832295493313,20191202
0,231360.0,1000,57.0,6.0,102.0,35.373507425,136.605178325,1003.7718812988365,20191202
1,231360.0,1007,7.0,5.0,310.0,35.37333986666666,136.60504903333333,22.037368937266198,20191202
2,231360.0,1013,6.0,1.0,20.0,35.3736594,136.6048912,38.347037618358655,20191202
0,232125.0,927,4.0,2.0,40.0,35.3687637,136.6204972,31.436380840963242,20191202
1,232125.0,932,5.0,1.0,15.0,35.369684,136.6189468,174.07520560038685,20191202
2,232125.0,937,5.0,1.0,15.0,35.1494041,136.8390997,31650.486155267114,20191202
3,232125.0,950,13.0,29.0,417.0,35.3781045,136.61704970000002,32488.334934807277,20191202
4,232125.0,955,5.0,1.0,5.0,35.3763184,136.6184594,236.44054518919398,20191202
0,232680.0,1053,4.0,3.0,25.0,35.4318812,136.6805693,9988.651450174719,20191202
1,232680.0,1107,54.0,4.0,74.0,35.3613246,136.6142629,9894.095969040478,20191202
2,232680.0,1115,8.0,16.0,450.0,35.4393463,136.5806907,9204.080377460341,20191202
3,232680.0,1128,13.0,7.0,111.0,35.4462588,136.5683354,1359.2969694933713,20191202
4,232680.0,1150,22.0,18.0,180.0,35.4680294,136.5584055,2585.34857193202,20191202
0,312991.0,1026,19.0,37.0,389.0,35.3023832,136.6107797,907.9880595256751,20191202
1,312991.0,1041,15.0,2.0,450.0,35.3030105,136.617323,598.5396844763592,20191202
2,312991.0,1046,5.0,28.0,390.0,35.3030105,136.617323,0.0,20191202
3,312991.0,1059,13.0,10.0,122.0,35.3035312,136.617818,73.36297957312993,20191202
4,312991.0,1118,59.0,15.0,329.0,35.3030105,136.617323,73.36297957312993,20191202
0,314565.0,1043,10.0,1.0,20.0,35.465601,136.5615669,1963.0908907607022,20191202
1,314565.0,1049,6.0,1.0,2.0,35.4685616,136.5408189,1909.7504060218798,20191202
2,314565.0,1130,81.0,1.0,2.0,35.429954,136.5696593,5031.008043028658,20191202
3,314565.0,1139,9.0,1.0,4.0,35.4244763,136.5593349,1117.536099265935,20191202
4,314565.0,1209,70.0,1.0,2.0,35.4313801,136.5806285,2078.783305837693,20191202
0,315556.0,927,11.0,1.0,1.0,35.3598396,136.625133,1719.401269613309,20191202
1,315556.0,932,5.0,2.0,20.0,35.360763,136.6271226,207.8255520419912,20191202
2,315556.0,935,3.0,1.0,2.0,35.3609074,136.627095,16.2685095430271,20191202
3,315556.0,1000,65.0,12.0,240.0,35.3582106,136.6406939,1270.5532682833034,20191202
4,315556.0,1008,8.0,1.0,10.0,35.3585455,136.6429418,207.45608448838905,20191202
0,316523.0,959,6.0,1.0,30.0,35.3771718,136.6232072,718.9571285790461,20191202
1,316523.0,1024,65.0,8.0,376.0,35.3733042,136.6365682,1286.9003573804966,20191202
2,316523.0,1031,7.0,1.0,6.0,35.0500336,136.9534367,46103.95246020999,20191202
3,316523.0,1043,12.0,2.0,60.0,35.3816218,136.6466105,46272.90232306599,20191202
4,316523.0,1106,63.0,30.0,292.0,35.3738118,136.6501435,926.658374701328,20191202
0,316632.0,855,6.0,1.0,20.0,35.3712538,136.6610022,985.4086329621884,20191202
1,316632.0,905,50.0,1.0,11.0,35.3622049,136.6705312,1327.7580348517586,20191202
2,316632.0,909,4.0,11.0,100.0,35.3590509,136.6713934,359.72099732774535,20191202
3,316632.0,918,9.0,1.0,10.0,35.3614689,136.6775304,618.7580245254628,20191202
4,316632.0,926,8.0,2.0,30.0,35.3620287,136.6784537,104.44661953434289,20191202
5,316632.0,930,4.0,1.0,10.0,35.3617025,136.6792489,80.8085425427954,20191202
6,316632.0,938,8.0,6.0,133.0,35.3627941,136.6795451,124.4559397173796,20191202
7,316632.0,944,6.0,1.0,1.0,35.3624416,136.6158216,5785.058395783504,20191202
8,316632.0,946,2.0,1.0,8.0,35.3698534,136.6773456,5645.622628799833,20191202
9,316632.0,949,3.0,9.0,43.0,35.3648646,136.6809063,642.5653685574529,20191202
10,316632.0,1001,52.0,1.0,10.0,35.3634473,136.6805698,160.70314488556645,20191202
11,316632.0,1010,9.0,14.0,280.0,35.3599783,136.6812858,391.5996150373505,20191202
12,316632.0,1014,4.0,1.0,5.0,35.3587693,136.682989,204.9933112552635,20191202
13,316632.0,1024,10.0,1.0,20.0,35.333422,136.6804483,2831.063606148836,20191202
0,331218.0,954,5.0,6.0,170.0,35.36919322,136.6163455,214.42061307295066,20191202
0,340398.0,1008,49.0,1.0,24.0,35.3639201,136.6116399,850.2411454113516,20191202
1,340398.0,1012,4.0,1.0,5.0,35.365062,136.6115333,127.48355339335302,20191202
2,340398.0,1016,4.0,1.0,10.0,35.3676969,136.6093096,356.06500564503955,20191202
3,340398.0,1021,5.0,1.0,5.0,35.3655364,136.6079957,268.45643516008795,20191202
4,340398.0,1036,15.0,1.0,10.0,35.3625636,136.5984876,924.4110492913234,20191202
5,340398.0,1041,5.0,1.0,5.0,35.3622037,136.5981431,50.82533718545534,20191202
6,340398.0,1050,9.0,1.0,25.0,35.3685538,136.5985431,707.8219032288548,20191202
7,340398.0,1106,56.0,4.0,35.0,35.3676463,136.6126946,1288.5755990613638,20191202
8,340398.0,1114,8.0,6.0,41.0,35.36909,136.6100509,288.8250149649303,20191202
9,340398.0,1119,5.0,1.0,5.0,35.3707603,136.6111227,209.85251738164126,20191202
10,340398.0,1137,18.0,14.0,279.0,35.3753029,136.6098277,519.1623182872104,20191202
0,413808.0,919,6.0,34.0,526.0,35.3478923,136.5737099,0.0,20191202
1,413808.0,945,26.0,1.0,20.0,35.3589011,136.5746574,1228.5096469636849,20191202
2,413808.0,947,2.0,1.0,400.0,35.3587663,136.5746575,15.006049856417356,20191202
3,413808.0,952,5.0,2.0,7.0,35.3608691,136.5778942,375.6840647223103,20191202
4,413808.0,1003,51.0,4.0,120.0,35.3685517,136.5739107,928.5338809048174,20191202
0,414273.0,1018,7.0,3.0,16.0,35.329114733333334,136.61928303333332,364.186249699972,20191202
1,414273.0,1028,10.0,1.0,1.0,35.327588,136.6216359,273.03336500318426,20191202
2,414273.0,1054,26.0,4.0,82.0,35.3166106,136.6199059,1232.0595322427116,20191202
3,414273.0,1104,50.0,1.0,6.0,35.3193599,136.6179704,352.9510008745876,20191202
0,512848.0,953,10.0,10.0,100.0,35.3932408,136.629852,246.1534269690149,20191202
