,n_point,method,time[sec],TSP[m]
0,44,tsp-solver,0.58823,34772
1,1,Pulp,0.01562,0
2,52,tsp-solver,0.82399,34416
3,2,Pulp,0.0159,36916
4,41,tsp-solver,0.51761,53585
5,103,tsp-solver,3.43585,26748
6,3,Pulp,0.02945,55502
7,1,Pulp,0.0233,0
8,113,tsp-solver,3.82869,46919
9,15,tsp-solver,0.11761,13810
10,60,tsp-solver,1.32342,31333
Sum,435,,10.71967,334001
