,n_point,method,time[sec],TSP[m]
0,21,tsp-solver,0.54613,19110
1,118,tsp-solver,18.55295,29431
2,1,Pulp,0.16047,0
3,1,Pulp,0.16001,0
4,37,tsp-solver,1.92211,26605
5,41,tsp-solver,2.28039,32004
6,1,Pulp,0.16249,0
7,36,tsp-solver,1.70483,24039
8,1,Pulp,0.16854,0
9,82,tsp-solver,9.86805,23699
10,2,Pulp,0.16485,23746
11,32,tsp-solver,1.50194,20712
12,1,Pulp,0.17326,0
13,15,tsp-solver,0.31145,13810
14,20,tsp-solver,0.5819,36797
15,26,tsp-solver,0.93479,17371
Sum,435,,39.19416,267324
