,n_point,method,time[sec],TSP[m]
0,41,tsp-solver,0.77301,32004
1,1,Pulp,0.04005,0
2,2,Pulp,0.02565,36916
3,119,tsp-solver,6.01626,34828
4,41,tsp-solver,0.78419,53585
5,51,tsp-solver,1.45481,32614
6,3,Pulp,0.05936,55502
7,87,tsp-solver,3.40831,24893
8,38,tsp-solver,0.81052,25351
9,15,tsp-solver,0.11933,13810
10,36,tsp-solver,0.82096,24039
11,1,Pulp,0.06157,0
Sum,435,,14.37402,333542
