,n_point,method,time[sec],TSP[m]
0,114,tsp-solver,15.1889,30446
1,1,Pulp,0.10013,0
2,1,Pulp,0.10824,0
3,18,Pulp,22.45318,25448
4,35,tsp-solver,0.975,23645
5,2,Pulp,0.08189,23746
6,36,tsp-solver,1.54399,24039
7,42,tsp-solver,2.04619,32807
8,36,tsp-solver,1.42864,23385
9,14,tsp-solver,0.13977,10818
10,2,Pulp,0.14249,36916
11,1,Pulp,0.10667,0
12,23,tsp-solver,0.54346,30385
13,86,tsp-solver,9.54265,24801
14,24,tsp-solver,0.70369,19199
Sum,435,,55.104890000000005,305635
