,n_point,method,time[sec],TSP[m]
0,41,tsp-solver,1.27439,32004
1,1,Pulp,0.08812,0
2,1,Pulp,0.08259,0
3,116,tsp-solver,10.96227,30767
4,41,tsp-solver,1.47788,53585
5,35,tsp-solver,1.05831,23645
6,2,Pulp,0.11663,36916
7,2,Pulp,0.09573,23746
8,36,tsp-solver,1.03635,24039
9,85,tsp-solver,6.41183,24220
10,1,Pulp,0.05588,0
11,24,tsp-solver,0.52806,19199
12,36,tsp-solver,1.30199,23385
13,14,tsp-solver,0.17656,10818
Sum,435,,24.66659,302324
