,n_point,method,time[sec],TSP[m]
0,41,tsp-solver,0.23884,53585
1,54,tsp-solver,0.42323,34769
2,1,Pulp,0.00672,0
3,1,Pulp,0.0064,0
4,51,tsp-solver,0.38424,27759
5,165,tsp-solver,4.33116,40034
6,3,Pulp,0.01189,55502
7,2,Pulp,0.0106,36916
8,66,tsp-solver,0.73548,46044
9,51,tsp-solver,0.64543,37874
Sum,435,,6.79399,332483
