,n_point,method,time[sec],TSP[m]
0,15,tsp-solver,0.12182,13810
1,1,Pulp,0.08811,0
2,42,tsp-solver,1.14603,33215
3,2,Pulp,0.0726,36916
4,41,tsp-solver,1.10265,53585
5,105,tsp-solver,7.12409,31005
6,51,tsp-solver,1.90225,32614
7,2,Pulp,0.08678,23746
8,1,Pulp,0.06211,0
9,1,Pulp,0.08299,0
10,38,tsp-solver,1.07438,25351
11,53,tsp-solver,2.02083,28641
12,83,tsp-solver,4.93089,21757
Sum,435,,19.815530000000003,300640
